facility_id,item_id,snapshot_date,on_hand_qty,on_hand_uom,stock_status,business_date,load_date,last_updated_at
FAC005,ITM049,2026-01-29,732,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM038,2026-01-27,442,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM001,2026-01-27,129,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM040,2026-01-25,122,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM036,2026-01-31,899,CASE,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM006,2026-01-28,486,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM001,2026-01-26,315,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM033,2026-01-31,301,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM038,2026-01-31,734,CASE,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM041,2026-01-29,816,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM021,2026-01-28,851,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM049,2026-01-25,-46,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM037,2026-01-26,980,CASE,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM022,2026-01-29,454,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM023,2026-01-29,714,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM022,2026-01-27,262,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM037,2026-01-27,171,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM030,2026-02-01,476,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM045,2026-01-31,753,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM015,2026-01-25,491,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM027,2026-01-29,855,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM044,2026-01-26,834,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM019,2026-02-01,621,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM008,2026-01-28,225,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM009,2026-01-27,96,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM032,2026-01-26,136,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM049,2026-02-01,62,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM005,2026-01-25,370,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM036,2026-01-29,455,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM006,2026-01-26,295,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM014,2026-01-28,718,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM011,2026-01-30,345,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM023,2026-01-25,526,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM025,2026-01-28,365,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM013,2026-01-28,663,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM037,2026-01-28,524,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM017,2026-01-26,291,CASE,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM016,2026-01-30,813,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM032,2026-01-26,30,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM001,2026-01-29,480,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM006,2026-01-26,172,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM049,2026-01-28,316,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM020,2026-01-27,857,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM017,2026-01-30,282,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM041,2026-01-25,248,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM024,2026-02-01,861,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM042,2026-01-29,986,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM041,2026-01-28,443,EACH,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM020,2026-01-29,212,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM017,2026-01-26,859,EACH,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM021,2026-01-26,381,CASE,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM004,2026-01-25,824,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM050,2026-01-29,36,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM012,2026-01-28,104,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM028,2026-01-26,854,EACH,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM026,2026-01-29,591,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM005,2026-01-29,900,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM020,2026-01-29,325,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM011,2026-01-25,198,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM046,2026-02-01,8,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM037,2026-02-01,733,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM030,2026-01-27,932,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM033,2026-01-31,895,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM012,2026-01-29,354,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM050,2026-01-28,-8,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM011,2026-01-30,738,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM047,2026-01-26,729,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM032,2026-02-01,276,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM004,2026-01-30,916,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM047,2026-01-30,968,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM013,2026-02-01,908,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM044,2026-01-27,416,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM034,2026-01-30,969,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM005,2026-01-25,378,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM029,2026-02-01,777,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM008,2026-01-28,674,EACH,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM009,2026-02-01,90,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM013,2026-01-30,258,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM003,2026-01-29,708,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM042,2026-01-31,118,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM030,2026-01-25,142,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM045,2026-01-31,727,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM046,2026-02-01,407,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM033,2026-01-30,240,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM034,2026-01-27,469,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM047,2026-01-30,705,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM006,2026-01-25,310,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM030,2026-01-31,71,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM023,2026-01-31,531,EACH,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM013,2026-01-30,379,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM037,2026-01-25,430,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM035,2026-01-29,137,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM022,2026-01-27,661,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM029,2026-01-30,75,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM025,2026-01-28,179,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM008,2026-01-27,709,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM011,2026-01-31,753,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM026,2026-01-25,143,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM030,2026-01-25,503,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM010,2026-01-30,527,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM049,2026-01-28,731,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM015,2026-01-29,366,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM025,2026-01-27,787,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM001,2026-01-29,907,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM023,2026-01-28,62,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM034,2026-02-01,712,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM007,2026-01-26,621,CASE,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM001,2026-01-31,960,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM013,2026-01-31,625,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM037,2026-01-29,384,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM012,2026-01-30,575,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM008,2026-01-25,218,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM021,2026-01-25,347,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM025,2026-01-25,468,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM032,2026-01-29,710,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM049,2026-01-27,748,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM038,2026-01-28,203,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM038,2026-02-01,800,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM035,2026-02-01,830,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM002,2026-01-31,676,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM026,2026-01-28,396,EACH,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM006,2026-01-29,-23,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM043,2026-01-29,625,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM004,2026-01-26,580,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM037,2026-01-30,-2,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM050,2026-01-25,430,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM005,2026-02-01,241,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM001,2026-01-26,921,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM040,2026-02-01,285,EACH,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM027,2026-01-27,614,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM001,2026-02-01,984,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM038,2026-01-27,928,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM039,2026-01-30,384,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM030,2026-01-28,509,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM004,2026-01-27,183,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM025,2026-02-01,98,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM043,2026-01-30,986,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM024,2026-01-31,862,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM041,2026-01-27,37,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM022,2026-01-25,68,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM040,2026-02-01,563,EACH,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM019,2026-01-25,155,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM023,2026-01-30,918,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM042,2026-02-01,380,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM032,2026-01-29,942,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM032,2026-01-26,605,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM048,2026-01-31,98,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM004,2026-01-28,807,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM010,2026-01-27,647,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM001,2026-01-27,758,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM015,2026-01-25,427,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM011,2026-01-28,908,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM024,2026-01-30,672,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM011,2026-01-30,92,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM043,2026-01-26,203,EACH,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM049,2026-01-31,283,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM002,2026-02-01,807,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM032,2026-01-27,857,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM010,2026-01-26,63,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM013,2026-01-27,554,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM011,2026-01-25,430,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM018,2026-01-25,949,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM049,2026-01-25,87,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM022,2026-01-26,688,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM048,2026-01-25,778,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM042,2026-01-25,415,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM048,2026-01-26,818,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM002,2026-01-26,253,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM015,2026-01-26,161,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM004,2026-01-28,404,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM009,2026-01-30,750,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM042,2026-01-27,783,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM031,2026-01-30,803,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM041,2026-01-25,800,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM040,2026-01-26,452,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM034,2026-01-29,432,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM037,2026-01-25,256,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM002,2026-01-25,805,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM002,2026-01-28,902,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM030,2026-01-30,257,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM049,2026-01-31,400,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM042,2026-01-31,847,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM014,2026-01-27,223,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM050,2026-02-01,693,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM015,2026-01-29,239,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM010,2026-01-26,345,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM043,2026-01-31,821,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM039,2026-01-29,928,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM033,2026-01-28,784,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM013,2026-01-31,668,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM007,2026-01-25,378,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM022,2026-01-31,713,CASE,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM019,2026-01-31,555,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM033,2026-01-26,876,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM019,2026-01-26,568,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM001,2026-02-01,458,EACH,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM037,2026-01-31,18,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM030,2026-01-31,355,EACH,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM028,2026-01-30,191,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM016,2026-01-27,136,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM003,2026-01-31,802,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM038,2026-01-31,856,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM019,2026-01-31,56,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM031,2026-02-01,30,EACH,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM007,2026-01-30,439,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM001,2026-01-30,183,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM005,2026-01-30,543,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM024,2026-01-28,419,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM036,2026-02-01,670,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM036,2026-01-25,138,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM015,2026-01-29,321,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM001,2026-01-31,333,CASE,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM012,2026-01-28,503,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM026,2026-01-28,826,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM037,2026-01-26,329,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM036,2026-02-01,843,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM012,2026-01-27,333,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM046,2026-01-26,148,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM004,2026-01-27,899,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM033,2026-01-25,500,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM003,2026-01-30,410,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM039,2026-01-25,987,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM024,2026-01-26,150,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM043,2026-01-25,98,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM050,2026-01-27,185,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM035,2026-01-31,847,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM037,2026-02-01,424,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM009,2026-01-30,285,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM013,2026-01-25,149,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM043,2026-01-30,866,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM008,2026-02-01,244,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM040,2026-01-26,399,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM041,2026-01-30,397,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM011,2026-01-30,489,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM019,2026-01-26,820,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM033,2026-02-01,561,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM039,2026-01-30,520,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM029,2026-02-01,288,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM022,2026-01-31,998,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM003,2026-01-27,416,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM039,2026-01-28,191,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM042,2026-01-29,236,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM004,2026-02-01,665,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM013,2026-01-25,58,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM035,2026-01-26,932,CASE,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM013,2026-01-25,405,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM044,2026-01-31,7,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM037,2026-01-28,48,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM032,2026-01-28,956,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM048,2026-01-29,392,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM036,2026-01-25,965,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM019,2026-01-29,162,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM026,2026-01-30,296,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM031,2026-01-26,700,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM043,2026-02-01,309,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM003,2026-01-25,452,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM009,2026-01-26,800,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM049,2026-01-28,529,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM033,2026-02-01,565,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
